,taxa 1,taxa 2,taxa 3,taxa 4,taxa 5,taxa 6,taxa 7,taxa 8,taxa 9,taxa 10,taxa 11,taxa 12,taxa 13,taxa 14,taxa 15,taxa 16,taxa 17,taxa 18,taxa 19,taxa 20,taxa 21,taxa 22,taxa 23,taxa 24,taxa 25,taxa 26,taxa 27,taxa 28,taxa 29,taxa 30,taxa 31,taxa 32,taxa 33,taxa 34,taxa 35,taxa 36,taxa 37,taxa 38,taxa 39,taxa 40,taxa 41,taxa 42,taxa 43,taxa 44,taxa 45,taxa 46,taxa 47,taxa 48,taxa 49,taxa 50,taxa 51,taxa 52,taxa 53,taxa 54,taxa 55,taxa 56,taxa 57,taxa 58,taxa 59,taxa 60,taxa 61,taxa 62,taxa 63,taxa 64,taxa 65,taxa 66,taxa 67,taxa 68,taxa 69,taxa 70,taxa 71,taxa 72,taxa 73,taxa 74,taxa 75,taxa 76,taxa 77,taxa 78,taxa 79,taxa 80,taxa 81,taxa 82,taxa 83,taxa 84,taxa 85,taxa 86,taxa 87,taxa 88,taxa 89,taxa 90,taxa 91,taxa 92
sample 95,26.0,241.0,78.0,0.0,0.0,183.0,1036.0,0.0,39.0,7.0,0.0,0.0,262.0,94.0,96.0,68.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,4.0,11.0,169.0,0.0,16.0,54.0,68.0,0.0,0.0,0.0,7.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,13.0,12.0,0.0,0.0,6.0,19.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sample 96,6.0,3950.0,178.0,0.0,0.0,0.0,398.0,53.0,177.0,8.0,0.0,11.0,35.0,50.0,32.0,70.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,26.0,35.0,0.0,21.0,36.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,17.0,0.0,17.0,7.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sample 97,0.0,1857.0,59.0,0.0,0.0,8.0,107.0,72.0,106.0,13.0,0.0,15.0,59.0,172.0,42.0,40.0,6.0,0.0,0.0,12.0,0.0,22.0,0.0,22.0,0.0,154.0,0.0,0.0,0.0,0.0,0.0,53.0,125.0,0.0,83.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sample 98,712.0,5268.0,1163.0,0.0,1813.0,155.0,101.0,1212.0,0.0,4.0,27.0,79.0,0.0,181.0,237.0,71.0,234.0,0.0,0.0,0.0,0.0,0.0,61.0,235.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,375.0,0.0,0.0,419.0,0.0,70.0,276.0,19.0,110.0,0.0,0.0,33.0,0.0,0.0,0.0,5.0,18.0,0.0,0.0,0.0,0.0,0.0,104.0,167.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,95.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,7.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sample 99,7.0,1345.0,106.0,0.0,2.0,2.0,58.0,60.0,5.0,378.0,115.0,8.0,0.0,10.0,27.0,4.0,2.0,0.0,0.0,680.0,0.0,0.0,0.0,6.0,0.0,31.0,0.0,0.0,0.0,0.0,9.0,3.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sample 100,0.0,1101.0,107.0,0.0,0.0,5.0,33.0,90.0,0.0,358.0,164.0,7.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,1188.0,0.0,0.0,0.0,8.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sample 101,7.0,4389.0,718.0,0.0,0.0,113.0,323.0,431.0,0.0,1164.0,994.0,68.0,52.0,20.0,59.0,11.0,71.0,0.0,0.0,2105.0,0.0,6.0,0.0,44.0,0.0,139.0,0.0,0.0,6.0,136.0,0.0,12.0,177.0,0.0,0.0,136.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,12.0,154.0,0.0,5.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,231.0,194.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sample 102,6.0,1049.0,164.0,0.0,137.0,0.0,157.0,638.0,32.0,877.0,0.0,17.0,0.0,84.0,101.0,8.0,72.0,0.0,0.0,7.0,0.0,0.0,0.0,442.0,0.0,0.0,0.0,0.0,75.0,50.0,197.0,214.0,3.0,0.0,30.0,0.0,0.0,24.0,0.0,43.0,14.0,0.0,0.0,5.0,511.0,34.0,0.0,26.0,20.0,0.0,0.0,78.0,0.0,0.0,70.0,0.0,0.0,178.0,23.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,21.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sample 103,3.0,731.0,63.0,0.0,26.0,2.0,109.0,187.0,7.0,116.0,0.0,0.0,0.0,24.0,41.0,0.0,21.0,0.0,77.0,11.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,11.0,19.0,11.0,16.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,3.0,8.0,8.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sample 104,6.0,165.0,322.0,0.0,17.0,0.0,462.0,53.0,46.0,352.0,0.0,0.0,0.0,5.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,17.0,0.0,0.0,3.0,58.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,19.0,43.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sample 105,0.0,255.0,481.0,0.0,44.0,0.0,420.0,77.0,37.0,2538.0,0.0,0.0,0.0,78.0,0.0,19.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,19.0,0.0,0.0,105.0,10.0,7.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,0.0,32.0,11.0,10.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sample 106,2.0,1632.0,27.0,0.0,0.0,0.0,218.0,63.0,6.0,39.0,0.0,24.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,5.0,57.0,10.0,11.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,7.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sample 107,5.0,485.0,229.0,0.0,2563.0,0.0,16.0,845.0,161.0,0.0,0.0,14.0,0.0,193.0,434.0,42.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,1995.0,22.0,49.0,543.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,15.0,470.0,0.0,25.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,169.0,0.0,0.0,0.0,7.0,0.0,43.0,58.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,24.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
sample 108,0.0,2676.0,108.0,0.0,20.0,0.0,132.0,23.0,3.0,153.0,0.0,12.0,4.0,0.0,103.0,25.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,15.0,21.0,18.0,138.0,0.0,31.0,0.0,0.0,0.0,0.0,13.0,0.0,46.0,13.0,15.0,0.0,0.0,0.0,0.0,22.0,15.0,0.0,0.0,12.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
sample 109,0.0,931.0,20.0,0.0,3.0,0.0,28.0,0.0,0.0,68.0,0.0,8.0,0.0,0.0,17.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
sample 110,12.0,816.0,549.0,0.0,0.0,24.0,205.0,132.0,0.0,1037.0,0.0,77.0,0.0,19.0,78.0,0.0,6.0,0.0,70.0,2.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,7.0,27.0,0.0,0.0,0.0,0.0,5.0,13.0,0.0,24.0,0.0,0.0,3.0,21.0,2.0,15.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,18.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sample 111,3.0,3452.0,1010.0,0.0,3.0,111.0,411.0,319.0,0.0,1288.0,7.0,122.0,0.0,39.0,132.0,12.0,275.0,0.0,46.0,0.0,0.0,0.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,44.0,30.0,16.0,0.0,0.0,15.0,24.0,0.0,16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,45.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sample 112,6.0,580.0,193.0,0.0,142.0,36.0,93.0,100.0,0.0,793.0,0.0,16.0,0.0,8.0,38.0,2.0,5.0,0.0,28.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sample 113,64.0,647.0,188.0,2.0,15.0,6.0,35.0,12.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,55.0,7.0,77.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,71.0,0.0,0.0,11.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sample 114,477.0,1904.0,175.0,0.0,62.0,43.0,66.0,13.0,30.0,11.0,13.0,38.0,0.0,14.0,24.0,49.0,11.0,212.0,0.0,0.0,0.0,0.0,0.0,38.0,17.0,68.0,0.0,0.0,4.0,0.0,0.0,0.0,74.0,0.0,11.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sample 115,428.0,2016.0,208.0,5.0,505.0,53.0,61.0,54.0,0.0,11.0,0.0,0.0,0.0,13.0,25.0,46.0,39.0,302.0,2.0,0.0,0.0,0.0,0.0,15.0,0.0,53.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0,9.0,0.0,181.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sample 116,107.0,1610.0,612.0,5.0,139.0,0.0,220.0,182.0,0.0,163.0,0.0,35.0,0.0,0.0,66.0,6.0,0.0,0.0,5.0,0.0,0.0,64.0,0.0,66.0,0.0,29.0,0.0,0.0,0.0,58.0,0.0,20.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sample 117,704.0,2700.0,700.0,5.0,1328.0,25.0,507.0,2866.0,15.0,432.0,8.0,41.0,0.0,0.0,122.0,34.0,19.0,0.0,145.0,0.0,0.0,0.0,0.0,224.0,8.0,36.0,0.0,12.0,251.0,220.0,76.0,73.0,48.0,62.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,6.0,0.0,12.0,0.0,66.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sample 118,9.0,540.0,186.0,0.0,3616.0,96.0,0.0,529.0,28.0,0.0,0.0,86.0,2.0,61.0,408.0,22.0,364.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,0.0,0.0,0.0,0.0,1298.0,71.0,25.0,0.0,0.0,0.0,10.0,0.0,143.0,95.0,0.0,86.0,141.0,0.0,46.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,20.0,0.0,51.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,6.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0
sample 119,47.0,1101.0,607.0,0.0,151.0,45.0,174.0,55.0,6.0,63.0,0.0,31.0,0.0,0.0,34.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,48.0,4.0,29.0,0.0,0.0,77.0,19.0,0.0,6.0,0.0,37.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sample 120,3.0,1052.0,18.0,0.0,0.0,66.0,194.0,53.0,0.0,75.0,0.0,65.0,0.0,45.0,0.0,21.0,6.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,9.0,9.0,0.0,0.0,8.0,0.0,0.0,0.0,266.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,11.0,5.0,4.0,7.0,9.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sample 121,13.0,1904.0,28.0,2.0,0.0,0.0,393.0,136.0,0.0,150.0,0.0,182.0,0.0,27.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,30.0,0.0,0.0,0.0,9.0,0.0,0.0,331.0,0.0,0.0,38.0,8.0,11.0,0.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
sample 122,10.0,5468.0,93.0,4.0,18.0,65.0,346.0,80.0,0.0,380.0,0.0,23.0,0.0,70.0,23.0,47.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,56.0,15.0,0.0,0.0,0.0,41.0,35.0,0.0,0.0,528.0,0.0,0.0,10.0,32.0,18.0,0.0,0.0,0.0,12.0,7.0,48.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,7.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,5.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sample 123,30.0,1814.0,7637.0,13.0,469.0,10.0,2875.0,3757.0,162.0,306.0,0.0,1553.0,0.0,26.0,0.0,427.0,274.0,0.0,366.0,0.0,0.0,0.0,0.0,27.0,0.0,132.0,0.0,49.0,17.0,261.0,0.0,89.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,8.0,0.0,0.0,53.0,7.0,0.0,0.0,16.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0
sample 124,1186.0,159.0,474.0,0.0,0.0,0.0,180.0,1652.0,25.0,35.0,0.0,66.0,0.0,8.0,0.0,25.0,9.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,2.0,0.0,36.0,0.0,15.0,32.0,0.0,0.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
sample 125,5687.0,1258.0,3268.0,0.0,29.0,0.0,956.0,821.0,12.0,393.0,0.0,290.0,0.0,0.0,0.0,222.0,4.0,0.0,416.0,0.0,0.0,0.0,0.0,28.0,0.0,605.0,0.0,0.0,61.0,23.0,0.0,45.0,658.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
sample 126,5.0,1943.0,170.0,25.0,21.0,8.0,21.0,170.0,2.0,66.0,0.0,19.0,0.0,9.0,26.0,16.0,0.0,0.0,30.0,0.0,9.0,17.0,0.0,30.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,10.0,0.0,13.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sample 127,0.0,845.0,89.0,3.0,11.0,8.0,57.0,145.0,0.0,40.0,0.0,23.0,0.0,15.0,0.0,21.0,0.0,0.0,6.0,0.0,0.0,47.0,0.0,28.0,0.0,0.0,0.0,0.0,9.0,0.0,12.0,25.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,21.0,0.0,7.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sample 128,42.0,1695.0,58.0,0.0,171.0,96.0,42.0,202.0,0.0,62.0,0.0,47.0,0.0,26.0,169.0,33.0,0.0,0.0,204.0,15.0,0.0,79.0,0.0,50.0,8.0,18.0,0.0,0.0,0.0,3.0,63.0,125.0,0.0,0.0,6.0,47.0,0.0,0.0,0.0,9.0,2.0,11.0,0.0,0.0,3.0,0.0,10.0,21.0,0.0,63.0,32.0,8.0,49.0,0.0,7.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
